geofence_risk,anomalies,time_of_day,movement_speed_kmh,historical_incidents_nearby,label
6,0,5,5.6,2,warning
4,1,13,1.38,0,warning
3,4,16,3.84,1,warning
6,0,17,2.57,3,warning
6,3,19,13.97,2,danger
5,2,18,4.67,3,warning
7,0,16,0.86,4,warning
3,4,15,3.49,2,danger
9,0,7,9.92,2,danger
4,1,6,5.57,4,warning
3,5,19,9.24,0,danger
0,0,11,1.44,0,safe
7,3,8,10.96,3,danger
0,0,13,7.04,1,safe
4,2,19,6.53,3,warning
5,0,0,2.13,2,warning
5,5,9,10.93,1,danger
4,1,16,5.08,1,warning
2,0,16,9.55,1,safe
4,3,16,2.24,1,warning
7,4,3,0.79,4,danger
1,0,16,2.02,1,safe
5,0,17,3.04,7,warning
8,2,19,3.81,4,danger
7,3,22,3.58,0,danger
10,5,1,3.95,1,danger
7,4,7,9.22,1,danger
7,1,12,0.93,1,warning
6,0,22,1.9,0,warning
7,5,21,10.97,2,danger
5,4,19,4.11,4,danger
1,1,21,4.38,1,safe
1,5,14,3.25,1,warning
7,3,19,3.98,0,danger
10,3,22,1.1,2,danger
0,4,8,3.96,2,warning
5,1,2,29.34,1,warning
5,3,2,4.17,0,danger
10,4,1,0.23,1,danger
3,3,0,7.96,0,warning
10,3,13,2.52,4,danger
10,5,16,0.83,1,danger
9,5,12,9.92,2,danger
2,3,18,1.1,2,warning
10,2,22,12.68,1,danger
2,5,14,2.92,1,danger
0,1,13,6.79,1,safe
2,4,1,3.96,3,danger
3,4,6,1.48,4,danger
10,1,16,5.56,0,danger
10,1,17,15.84,0,danger
4,1,5,7.34,5,warning
2,1,20,4.63,0,safe
5,0,7,23.35,4,warning
10,4,1,1.54,0,danger
4,0,0,0.32,3,warning
2,3,15,0.16,0,warning
5,3,6,6.2,2,danger
5,4,21,8.87,4,danger
7,3,23,5.04,1,danger
1,1,10,11.77,1,safe
0,0,14,5.99,0,safe
3,1,12,2.32,2,warning
6,3,23,1.0,0,danger
10,5,1,12.93,1,danger
9,0,13,0.55,2,danger
2,1,23,3.92,1,safe
2,4,5,1.88,1,warning
4,1,8,1.58,1,warning
4,5,6,5.19,3,danger
9,3,17,1.31,1,danger
2,0,23,12.41,0,safe
8,4,8,2.6,1,danger
3,0,22,5.66,1,safe
2,4,3,6.51,0,warning
10,0,8,5.74,0,danger
1,3,3,11.69,2,warning
9,4,11,1.31,1,danger
10,2,3,0.45,1,danger
8,0,23,0.29,2,warning
3,0,19,10.51,3,safe
2,1,13,18.11,1,safe
6,4,23,1.8,2,danger
7,5,23,5.91,0,danger
10,2,6,0.04,0,danger
1,3,12,1.05,2,warning
6,1,21,5.84,0,warning
4,2,7,0.34,1,warning
10,4,22,3.16,2,danger
4,2,4,5.43,0,warning
2,0,11,7.26,2,safe
4,0,12,3.02,1,safe
1,1,19,4.98,2,safe
3,4,13,3.88,1,warning
5,4,17,0.27,0,danger
0,2,23,6.79,2,safe
9,1,19,0.95,1,danger
3,4,3,0.16,1,danger
5,5,20,3.0,1,danger
8,5,17,10.04,1,danger
10,0,6,0.82,2,danger
10,2,14,0.06,1,danger
1,3,20,0.58,2,warning
10,0,5,2.26,0,danger
6,1,15,4.34,5,danger
5,4,19,1.07,0,danger
1,0,23,8.1,3,safe
7,3,7,7.0,3,danger
6,3,20,5.95,2,danger
10,5,15,3.34,4,danger
4,1,21,2.27,4,warning
4,0,15,2.35,2,warning
6,2,2,3.5,1,danger
8,0,16,0.4,4,danger
10,5,8,5.73,0,danger
8,3,2,2.17,2,danger
8,1,19,1.27,1,danger
5,1,6,1.63,1,warning
9,2,17,0.99,0,danger
5,1,11,11.59,1,warning
2,5,18,0.93,1,danger
0,5,15,10.72,0,warning
6,5,21,4.25,5,danger
3,1,23,10.1,2,warning
0,1,16,3.21,3,safe
7,5,19,13.13,4,danger
5,1,14,1.19,0,warning
5,1,0,4.04,0,warning
1,3,1,0.67,1,warning
0,0,7,2.96,0,safe
1,4,21,4.22,0,warning
3,1,1,4.65,1,warning
1,4,18,2.27,0,warning
0,4,8,0.4,1,warning
6,3,8,5.33,2,danger
10,1,12,3.35,1,danger
10,5,5,0.74,3,danger
7,4,14,13.73,0,danger
5,1,18,15.58,2,warning
3,2,20,9.71,2,warning
5,5,14,9.29,2,danger
2,2,17,0.52,0,warning
7,2,6,25.12,1,danger
9,4,10,2.56,1,danger
1,2,7,0.89,4,warning
4,3,5,8.36,1,warning
0,3,7,1.28,1,warning
5,4,1,3.73,4,danger
1,1,18,0.68,1,safe
3,0,15,3.22,3,safe
5,1,6,4.08,1,warning
9,1,9,2.95,1,danger
10,1,11,0.36,3,danger
7,1,16,3.32,1,warning
7,5,6,3.16,1,danger
10,0,21,1.52,2,danger
5,5,7,12.73,3,danger
3,2,6,2.7,3,warning
7,1,3,9.98,0,warning
7,3,2,0.58,2,danger
9,4,18,1.92,2,danger
0,4,14,0.97,6,warning
3,5,3,2.62,0,danger
3,5,8,0.59,1,danger
6,3,12,2.91,0,danger
10,1,17,2.18,4,danger
6,0,20,1.26,0,warning
10,2,15,5.14,1,danger
7,4,0,15.07,1,danger
10,2,3,1.16,1,danger
4,0,17,6.22,3,warning
6,5,7,6.78,4,danger
7,4,19,3.45,1,danger
8,2,15,11.4,0,danger
2,5,20,16.96,1,danger
2,0,10,2.25,5,safe
3,2,19,5.26,3,warning
4,1,20,5.43,1,warning
9,5,20,2.58,3,danger
0,0,20,1.9,1,safe
6,2,18,13.57,1,warning
8,1,22,7.8,2,danger
7,1,18,0.61,3,danger
4,0,17,0.64,0,safe
3,3,18,12.79,0,warning
6,4,10,0.42,0,danger
4,0,2,5.83,3,warning
6,1,7,1.29,2,warning
0,1,19,0.18,0,safe
0,0,18,0.31,1,safe
9,3,9,2.34,6,danger
2,4,15,0.4,1,warning
10,2,4,4.54,2,danger
1,0,19,5.21,0,safe
1,4,8,2.34,3,warning
6,4,7,6.79,1,danger
9,5,10,3.37,2,danger
1,1,15,2.81,4,safe
10,2,6,2.61,0,danger
3,0,14,2.82,1,safe
1,1,23,17.19,1,safe
5,5,20,5.72,1,danger
7,5,19,1.89,0,danger
9,1,22,6.62,1,danger
3,3,16,2.0,1,warning
4,4,5,0.67,1,danger
3,0,14,3.23,0,safe
2,0,7,6.95,0,safe
4,0,6,2.37,2,warning
8,1,1,10.17,0,danger
7,3,12,2.45,2,danger
7,2,22,2.15,1,danger
7,5,5,31.72,0,danger
7,1,4,3.29,1,warning
6,2,19,8.18,3,danger
7,5,0,8.17,2,danger
10,5,17,13.04,2,danger
7,3,14,0.44,1,danger
7,4,22,1.58,1,danger
9,0,9,7.3,1,warning
6,2,2,4.13,1,danger
0,1,4,4.1,1,safe
3,2,23,0.91,4,warning
3,4,12,1.65,1,warning
4,0,7,3.68,0,safe
9,2,21,1.62,0,danger
5,4,20,1.18,0,danger
3,1,1,0.46,2,warning
1,3,8,0.85,3,warning
5,5,16,7.32,0,danger
7,1,17,6.34,0,warning
7,0,12,0.23,1,warning
6,5,0,1.14,3,danger
5,1,11,4.11,1,warning
1,1,19,1.95,2,safe
6,1,19,8.67,1,warning
10,1,20,7.69,0,danger
4,5,4,11.11,2,danger
5,0,7,4.14,3,warning
9,4,14,2.17,1,danger
7,2,2,4.66,0,danger
7,3,5,0.47,2,danger
2,2,12,0.05,2,warning
6,2,11,0.09,1,warning
0,3,18,2.62,4,warning
0,5,17,1.29,1,warning
6,0,23,0.86,0,warning
9,3,0,4.78,2,danger
8,0,6,26.59,3,danger
6,5,11,0.98,3,danger
9,2,9,3.95,2,danger
4,0,11,0.64,1,safe
7,5,10,13.61,2,danger
1,5,3,1.72,1,warning
8,4,18,10.53,2,danger
5,3,5,1.66,1,danger
8,4,8,8.2,5,danger
1,2,19,1.17,2,warning
2,3,9,1.73,2,warning
7,2,4,1.07,2,danger
0,4,12,1.53,1,warning
9,5,8,9.0,1,danger
6,2,1,5.09,3,danger
6,3,17,2.6,0,danger
0,3,20,17.79,2,warning
8,2,0,3.13,1,danger
7,3,23,17.49,2,danger
3,5,20,1.09,1,danger
9,5,11,11.75,0,danger
10,3,9,0.07,0,danger
4,2,1,3.94,2,warning
1,4,8,2.75,2,warning
8,3,1,3.72,0,danger
5,3,22,4.03,0,danger
2,3,23,2.46,1,warning
6,3,21,31.59,3,danger
8,2,13,18.76,2,danger
2,4,10,16.32,1,warning
1,4,22,19.34,3,warning
6,0,10,7.88,0,warning
6,3,16,22.37,1,danger
3,3,3,11.14,2,warning
10,0,12,2.69,2,danger
8,4,6,7.68,1,danger
7,1,15,12.16,2,warning
0,5,0,6.23,1,warning
0,1,12,2.75,1,safe
4,4,0,0.34,2,danger
5,3,10,8.3,0,warning
2,1,5,15.26,0,safe
8,2,19,2.25,0,danger
9,2,2,0.82,0,danger
5,0,11,1.98,1,warning
3,4,4,4.37,1,danger
6,4,8,1.91,1,danger
7,1,11,4.72,1,warning
8,3,9,17.03,2,danger
10,4,18,5.55,1,danger
5,1,4,2.25,2,warning
5,1,4,13.73,1,warning
7,5,8,4.17,5,danger
4,5,19,0.69,2,danger
2,4,16,3.46,0,warning
2,1,9,5.3,3,warning
5,0,20,9.11,2,warning
1,0,0,13.78,1,safe
5,5,21,1.91,1,danger
5,4,15,0.85,1,danger
7,3,14,0.38,1,danger
6,0,22,6.7,3,warning
7,0,16,7.93,3,warning
8,5,19,2.63,0,danger
5,5,12,2.52,3,danger
2,4,0,15.42,2,warning
9,5,7,12.43,0,danger
2,2,4,1.33,1,warning
10,1,5,7.59,0,danger
0,0,22,4.87,1,safe
10,2,19,0.84,0,danger
4,3,13,2.21,1,warning
3,2,21,0.98,1,warning
8,4,22,1.75,0,danger
8,3,10,4.78,4,danger
4,3,5,2.35,2,danger
9,5,10,2.5,2,danger
3,2,12,3.88,1,warning
6,4,11,0.46,5,danger
5,0,21,6.71,2,warning
3,5,1,2.57,0,danger
9,2,20,3.27,2,danger
1,0,2,18.31,1,safe
0,2,22,2.11,1,safe
3,5,3,5.22,1,danger
3,0,16,2.49,3,safe
0,5,21,11.23,2,warning
5,2,5,9.38,1,warning
3,3,6,1.38,1,warning
0,1,14,5.88,3,safe
0,3,10,0.34,0,safe
0,5,23,16.51,1,warning
7,5,2,2.15,1,danger
9,5,5,8.91,4,danger
7,0,1,1.92,0,warning
1,4,13,5.01,0,warning
10,5,8,20.55,1,danger
6,3,17,10.47,1,danger
7,1,18,0.87,6,danger
7,5,11,3.96,1,danger
10,5,12,2.14,0,danger
9,5,11,2.85,1,danger
10,0,11,2.04,2,danger
6,5,17,2.05,0,danger
4,3,8,3.91,1,warning
